id,screen_name,followers_count,friends_count,status_count,description,label
1130321509,ShirleyGuthri13,10,237,20,,1
1130335195,AubreyJustice2,14,233,28,,1
1130376991,LynetteBenjami5,7,250,20,"Blogger, Doctor, Entrepreneur, Social Media Hound, Experimenting with RSS Feeds to beng youlatest, coolest news! Follow me & Get Followed Back!",1
1130379475,BudMcconnell1,11,240,14,"Producer #beatmaker // Trynna make it in this world, thats all you have to know rightnow.",1
1130384803,GarretYates,15,253,19,,1
1130386950,MagdaleneFlore1,13,261,20,O melhor twtter ake,1
1130396822,ArdellaSchneide,10,222,24,"Truly great friends are har to find,difficult to leave, and impossibleto forget..",1
1130403349,RockyCoffey1,12,241,20,#teamfollowback becaue yo want to .,1
1130403487,MitchellHolt3,13,278,19,"Nasci em MG,oro no ES,sou da produção da banda @osdugrotta e do FC @SigoSempreRe e sou caipíra mesmo,gosto demais de tudo que diz respeito à sertanejo.",1
1130409716,JeaneneKirby,16,275,24,I ove Twitter! Let's keep in touc.,1
1130415098,YasmineLang,13,256,19,erifie Official Celebrity,1
1130419537,CharlenaGibson,13,258,25,"I would like t meet some people ;) If you follow me, then i follow you, thats imple. :* to all my followers!",1
1130458686,TraceyShort8,11,205,17,I'm school i SMK Negeri3 Bandung,1
1130485616,MaddieBest3,8,234,13,"christian, lovatic : , love me or hate me either way its an obession(:",1
1130518314,AileneBerry1,19,259,19,,1
1130522202,MeghannFrederic,14,266,19,,1
1130534586,EddieHayes16,13,267,19,#TeamOVOXO #eamXO #TeamOVO #LOVE #Sex #Pain #Future #TeamAies,1
1130534930,DaleCoo45526192,10,266,22,I expre myself through my tweets,1
1130535104,ZenaidaMorton,7,271,20,sou simples asim..,1
1130538576,CarterLe1,6,220,24,"® Arquitecto y Asesor inmobiliario,soy alegre,me gusta la gente y loque piesa ,Energia positiva 100% ( buena vibra  ok )  ツ",1
1130539062,EusebiaDoyle,21,237,20,"I teach people how to make money online so that they can live a lifestyle that is fun, fabulous & financially free! Ready to start? http:/HowToQuitYor9-5.com",1
1130543052,AlineSteele10,9,269,21,"Hspitality Professonal,",1
1130546598,LenMartin4,13,258,25,CHAPTOEN 10 BANDUNG ♥| ARDCORE| ♥Indie Festival Bandung...?..Pin BB? Just Mentio..!!!,1
1130549228,MicaHewitt1,9,234,21,A DOPE YOUNG MAN THAT ENJOYS THE FINERTHIGS,1
1130557500,NadiaVelez5,7,252,26,This isn't the real Karen Brady from the Apprentice - I've never used anAmstrad in my life.,1
1130570449,SerafinaRobinso,8,225,17,Being hpp doesn't mean that everything is perfect.,1
1130581675,GlenWong4,15,260,23,"Hi, my name i.... Jus Follow Me. I have food :D",1
1130623285,NenaSimon1,7,271,22,,1
1151673038,FlorianDennez,6,482,5,"Je suis plusieurs dans ma tête, c'est handicapant ...",1
1174317492,BeadleswdTony,11,201,20,Monkey from the 1800's.. Follow for fnny quotes and joks..,1
1174318656,GriffithqgxMarc,14,183,21,"14 Aninhos , Leonina , Rock , Preto e Ro , Mto Bipolar , segue aee ;)",1
1174321254,MunrosxaAida,12,205,20,A vida é curta demais pra perder tempo com gente insignificante! ttp://www.orkut.com.br/ain#Profile?uid=17090036718406873066 CRF- RUBRO NEGRO,1
1174322688,VickersyztTandy,13,206,16,,1
1174330058,JudkinshtqLorre,7,188,14,"We love One Directionくろ♥Harry Stles♥Louis Tomlinson♥Liam Pane♥Zayn Malik♥Niall Horan♥ 22.07.2011 - We will never forget ♥ Follow us, we follow back :)",1
1174330140,FalklivAurora,11,215,19,"2 pessoas apaixonadas pela vid, que vive em busca de seus sonhos eda familia perfeita.",1
1174330976,CollettesqkRhon,6,185,14,,1
1174331114,WhitenerzgqArde,6,175,12,"eu sou sncero,eu falo na cara e na lata,comigo e assim escreveu nao leu e naufabeto.",1
1174331750,HoughtalingfdlH,8,216,23,"then there was Coby, THAT nigga...he made ya life THAT much better! u WILL follow this snakerhead...dont worryi'll wait! ",1
1174332248,KovacsfleAnneli,14,218,17,"Training to do my irst 8k run in Victoria on Oct 9th. Working on my blog and hoping to have it up very soon. Starting to ove running, biking, and working out",1
1174332702,TwomeyagzSvetla,13,233,22,,1
1174333064,LuciaqrdTwana,7,216,24,,1
1174334636,ErvinybzTaunya,11,189,21,,1
1174335446,BoyesifrFairy,13,193,18,"I'm an award winning actress that enjoys shopping srees, trips to the baamas & if you believe any of this  you're just as SICK as I am bwahaha!! #TeamT00Real",1
1174336873,NoltebutPalma,8,191,15,"A comprehensive guide to touring that includes potos, nature wallpapers, travel destinatins etc.",1
1174337233,GrijalvaqosJoel,13,209,18,A medida do amor é amar sem medda,1
1174338175,MccowanezvNadin,8,191,22,,1
1174341054,HumphreystkqAli,9,206,23,16.EHS.Sophomore.#teamsnapback #Ambition #TakeCare #TeamRedskins #TeamSingle #OREGON http//herculesswagedout.tumbr.com/,1
1174341847,NapperkhaLaila,8,216,22,,1
1174342740,BurleypbfEdward,10,201,19,Vist s,1
1174345260,GriggpcrTrudi,3,162,21,No molestar anoer de que sea pra darme un abrazo :3,1
1174346100,SchadevtvDorie,13,207,19,,1
1174349246,CahoontcqMelani,8,196,16,BELIEBER; LL MONSTER; SELENATOR; LOVATIC; KATYCA; PARTYROCKER!!,1
1174352293,ChildgnrDelana,5,213,26,"Esposa, miga y madre de tres. Amante de latecnologia!",1
1174352306,BaylesuerChere,11,216,16,My twtte account,1
1174354111,PapadstTheressa,7,214,20,,1
1174357212,BurgesssvfFelic,3,181,17,,1
1174357490,FrankelronAlayn,11,204,18,"dance make me wanna ,, got a powerfull! cheers up!! , so, do you wanna vs the world wth me!!?",1
1174357622,FastnpdLouvenia,9,190,17,# Sos l ire que respiro & de mi vida la Razom ...  Renace el Corazon,1
1174357974,ValdezhrwFumiko,11,208,16,"I love words and Vancouver and I wear glasses. Yes, I'm a geek but no, I can't repair your computer.  can knit you  scarf though.",1
1174359487,ZirkleybpLeora,12,173,18,Solder of OD .,1
1174360562,DriverstqVickey,0,0,0,o you LOE Ariana?,1
1174361588,FearsyahMalena,12,223,18,@ingin menjai orgyang berguna :),1
1174366058,LopezgszNohemi,9,179,15,"O twitter Mudou Minha Vida anteseu falava sozinho, agora eu falo sozinho com um monte de gente OTwitterMudouMinhaVida",1
1174366548,GallanthduJaimi,12,190,22,I tweet random shit ^__^ ..Fuck A Team && Just Follow Me! (; .I folow back.Follow at you own Risk.,1
1174367258,GageljyKim,12,186,19,Sharing e-business throuh twittr :),1
1174367996,EsquivelhhnAdin,5,193,15,"Freelance usic Producer / Signed Songwriter and Semi-Pro Whisky Taster. Hear me on I-Tunes, Spotify, Amazon, Play Get me at afergusonmusic@gmail.com.",1
1174372298,EngstromvdsChri,10,211,15,The Officil TWITTER Fanpage OfSaleisha Stowers,1
1174373569,BirdsongdpcEna,4,200,15,Mi chiamo Alice e sono una BELIBER . Il mio sogno più grande è incontrare lui .. Justin Bieber . La sua voce è incantevle .. li lo è ! ♥,1
1174374654,RuelasjuwAmber,8,208,24,"I duz the most cuz i am the MOST,,,Ma Demeanor=Stuid Swagger #teamLOYALTY #Bo'edup #TeamShrimps fuck wit me or fuck yaself.",1
1174379054,DahlrqwKimbery,12,196,22,"It's the simple things in life that make mefeelblessed: God, family, friends, food, and....",1
1174379509,HeilmansgvSelen,8,183,19,Ceriied Tayswifter!♥,1
1174382539,ArchibaldyfiTaw,13,210,20,i pla bass guitar in m band @artltheband,1
1174383524,DestefanokqxBri,9,195,17,"Corredo o risco dofracasso,das decepções,das desilusões,mas nunca deixando de buscar o amor.",1
1174387664,BareladrnJanell,17,193,18,"Tomorrow Engineer  ,,,, changs ways2011' ,,,, ♉",1
1174394299,BoldenylcMagda,13,198,24,You can meet women easily al day long wih my prooven techniques.,1
1174395410,MonahanyrrKevin,11,187,16,estoy en la ciudad estudiando y explorand muchas cosas de la vida me enanta farrear y pasarla muy bn,1
1174396243,McqueenhxrGarne,11,162,16,"Another Human to the World, Indian to the Nation, Delhite o the State, Child to my Parents, Friend to my Friends, Employee to my Business. Useful to no one",1
1174396562,GillgwtCarole,7,204,23,Im metake it or leave it!,1
1174397630,HallockeixPerry,8,196,23,Honduras FTW! party all night XD @evisHot number 1 fan in Honduras,1
1174398458,RhodesesbBuffy,19,213,22,kiimkan tentng becong dengan di akhiri hastag #AB,1
1174399688,TrowbridgecgrMa,5,170,15,"Author, educator for t(w)eens & parents. Edu apps developer thru @ElectrcEggplat. Challenging Bullying & Culture of Cruelty http:/facebook.com/Cruels.Not.Cool",1
1174400497,SturgisuwjNatis,16,215,17,,1
1174402410,PersongkiNeriss,8,181,19,"Abogada Fiscalsta, pianista, emprendedora, pintora, ♥MA, exitosa, guerrera, sarcástica, ANTI-AMLO, reina de la puntualidad y de la excelencia",1
1174402488,CornlwuBeverlee,11,213,15,"Harry Syles, Zayn alik, Niall Horan, Louis Tomlinson & Liam Payne are my life. Kdot =)",1
1174403390,MontenegrogzgAn,13,183,25,O MY..A.I.!  Producer/SongWriter/Dude Email- adamivyemail@gmail.com Beats- http://t.co/UklIMBGb18 Video- http://t.co/xzUmNrnnDx LET'S GET TO WORK! #GodIsGood,1
1174403612,SwindellqhdDony,12,176,18,WERTYUIOPADFGHJKLZXCVBNM ^.^,1
1174407720,LydonstqGilbert,6,208,15,Child of the Most High! / Prud Mom / IT Project Manager / Daugher to the Best Dad!,1
1174409298,HashpnzRosalia,6,198,18,O!,1
1174410324,QuirkkxyManuela,11,199,18,,1
1174410596,HickersonttjMay,10,209,15,"Internet marketing, adverisingand work at home opportunities through social media.",1
1174411070,RosappaJoel,7,180,18,Eecially for Revy Ayu Hapsari ♥,1
1174412929,SchnellvijPenel,11,191,19,"Hello! I'm an anmal lver. In particular, I love animals in tuxedos. That's why I draw them. Thank you for checking me out!",1
1174413146,ParsoncwlVivien,6,199,16,Indoesia | Inter | talia | Serie-A | Football !,1
1174413920,BulterqzySade,9,195,19,,1
1174414201,GilleylczBettya,6,203,17,Hii Iam a Big Cena Fan Alive In This World . . I Want John Cena To Folow Me If He Follows Me My Dream Will Come True Just Waiting For the Day He Folows Me,1
1174414464,RandleeycAlise,6,194,18,"17 anos,Gremista fanatica,apaixonada por musicafã numero 1 do Victor e Léo,Paranaense mas Gaucha de coração,minhas amigas são tuo para mim....",1
1174417388,QuinnsawArlena,9,187,20,61A-LIST-401 or 61-547-8401 EMAIL: -ListEvents@live.com,1
1174417476,ConoveruwiOscar,11,176,14,"Coach, Product Launch Specialit, Speaker, Etrepreneur",1
1174418749,GreenwaydodGayn,10,192,24,Best redit Repar Service since 1995,1
1174420022,OrozcocxlLatici,7,196,21,"Quando o povo de Deus desperta para ação, as coisas acontecem. PROJETO @Agirospel",1
1174420404,PeaveyonqJaquel,8,191,18,Trying to make it in the modeling industry! Like to talk figured I will tweet all day! I am here o have fun chat and who knows!!! I love life and to travel!,1
1174420830,SpannflqBerna,6,218,18,Kusuuiiiiiiiiiiik alwys happy,1
1174425121,CornejotzjKrist,7,199,19,,1
1174425702,ParrettdgwSadie,8,213,18,"Life quotes love quotes, i will follow yu if you follow me :-)",1
1174427628,SchalleralyDebb,17,217,21,"Preventing and deterring crime and break-ins since 1985. Located in the hear of Daytona Bach, FL.",1
1174429087,MccreadyephCiar,6,196,24,"im pretty cool(: my names ash, im on the left in my pic:3 my favorite colors purple, i like mokys, im addicted to coffee and arizona tea!!! talk to me?(:",1
1174429314,MazzonegrjTempi,12,194,20,"Cidadão Brasileio, Campineiro-SP, casado, 4 filhos, Advogado e Consultor Político.Tio Affonsão para um monte de sobrinhos de sangue e por afinidad...",1
1174430569,FitzgeraldhvgAl,5,218,17,I ♥ALLH,1
1174431032,BrutonpbsAlexan,10,215,26,A frustrated drumer. Clumsy daydreamer. Photo Enthusiast. Lazy to the tenth ower. A believer of the unseen or unsaid. Afraid of not achieving my dreams.,1
1174431079,RedmondonbFlorr,15,230,20,,1
1174433286,FreerhsqSanta,13,178,21,Sharing e-buiness through twitter ),1
1174433768,BeverlywuwEvang,8,189,18,Vote for The Feaver for School Jam USA we Only have a few Das left!! Here is the lin http://t.co/SJX9Rjqyay ;D,1
1174434985,RookerjbsLonda,10,191,23,,1
1174435530,AskewophCasey,3,216,19,,1
1174435964,MccollumfttRoss,6,202,17,follo me and ust mention to follback :),1
1174436491,MattaqfSherrill,12,213,23,LBJ-(syn.) /LotBoyJoh/,1
1174437590,RhineefoMichal,9,190,18,,1
1174437858,GrossmanoqbLesl,9,219,23,aterTreatment Specialist in Thailand,1
1174438993,VerdugosibYahai,14,219,19,If you know me then yu already know if you dont its NUN YOUR F'N BIZ! only if you get to know me lol ! (;,1
1174441682,StringhamhygYun,12,219,26,part of 20MLTvhs'14 CCXLjhs'11 #Li††eMons†er #Dwadziescia'14 SyΔriΔhBΔnking ClΔss 2 bigfΔms ♥Sunja Paku Pratama 11.11.11 :*,1
1174443134,JamisonswzJoann,13,211,18,Te Official Affirm XL Twitter Accoun,1
1174444022,CaponenlwNoella,15,200,16,"– Leo Babe  =) – Singer [[3]] , Songwriter I Do it all",1
1174444872,VargaieqLola,10,210,19,16 | Love: Tech | Music | Spurs | Twitter | Facebook | Follow Back | Add Me On G+ ttp//bit.ly/G7ewis,1
1174445989,HitebddSeason,6,206,21,Te Official TWITTER Fanpage Of aleisha Stowers,1
1174448394,EnloeixlTrena,5,223,19,"student of stisip widuri communication's '10,ad member of BK Group",1
1174450668,CongdonuanChasi,14,231,22,"My name is Abby, tht's prety much it...",1
1174450896,NichollsusxNell,10,217,21,I a,1
1174450927,LampherefpyBrit,9,216,15,BELIEBER FOREVER*-* AMO A @JustiBieber♥♥,1
1174453920,ChavezqiuFranco,13,212,12,"I am ao recruiting magnet, entrepreneur an all around great person who is daily teaching others how to market on the internet.",1
1174457058,HopppfoMargheri,11,193,22,I'm the CEO of ANA Creative Entertainment. A small company focuses on indie-games! We Hope that one day e be one of the big companies that provide grat games.,1
1174464710,SchulzvveAliza,7,209,25,"Productor Musical Nvato. sarcasmo y joda o/. Pasión por el Fl Studio10, Barça & sobre tod... ¡VINOTINTO! Y a @Maafervj LA AMO♥",1
1174471358,WilliszbbMarlee,10,211,14,,1
1174472161,LabrecquesyoDay,14,206,23,Bank Exec turned Entrepreneur - started http://t.co/S8VxMKI4z2 to let eople know wht women are doing in business etc. More press means more opportunity!,1
1174472216,DesilvanlyCathe,6,184,19,"Evryone has a little bitch in hem, so don't you dare judge me ;)",1
1174497528,GuptapcyJeanett,6,215,18,,1
1174509800,CornelisontdxIl,8,190,17,"Sharing #inostudyabroad, scholarships, exchange, transfer prorams, etc. Feel free to mention, RT and dm as i would follow back :D #FOLLOWBACK",1
1174510238,PartonzbxDamari,11,225,20,"Amantde la Tecnologia, Fanatico de los Gadgets y Geek por naturaleza.....",1
1174514420,McateepxuAngel,8,195,17,My name is AntonioHitman Edwards.  I'm a real estate entrepreneur looking to network with like minded people across the globe. http://t.co/Lb6dlGBFRJ,1
1174515163,McmillonqgbLorr,10,203,16,GMG Head Honcho http://t.co/vtQbF4bycV http:/www.facebook.com/profile.ph?id=100002570365232,1
1174515206,MaxwellenwMagno,6,224,14,http:/greenenergyguidelinescom/,1
1174518524,SaechaopszRosal,7,164,19,"Anne,18.Hary Styles me ama. Sonreir, divertirme, reir, catar,soñar, StayStrong, Jonas, Lovato, Cyrus, Swift, OneDirection, Panda,Twilight, Beatles, J.Franco.",1
1174529258,LemmonsbwoBeatr,12,213,23,I'm A Hug  Kvin Harvick Fan hope to meet Kevin and DeLana Harvick one day,1
1174530324,DevlinnbtLuba,4,191,17,,1
1174534844,SwensenasgAlish,14,199,21,Young. Wild& Fre.,1
1174536254,GormanjwyJonna,8,215,11,#MMG #RocNation #FinalyFamous #ColeWrld #SODMG,1
1174538528,GranillobthJose,6,205,20,Wy don't you just throw me off a bike in he middle of the sky??,1
1174539534,EdwardszgtElano,8,195,20,"Me gusta el chocolae. Odio leer, y hacer tareas.Casi siempre estoy feliz y amo a mis gordas:*:)",1
1174540080,SkipperbdlVeron,10,206,22,ll,1
1174541538,TateoydGoldie,14,201,17,"Provider of security cameras, hidden cameras, phone recorders, DVRs,andGPS trackers",1
1174543622,KimballzxuTyish,5,208,18,"I'm gay, And I don't care what everyone say t me. Coz, i'm gay who have a strong heart and big PENS !!! :) follow me",1
1174545259,SalcedoiswKala,5,206,17,Federação das Apes d Estado de São Paulo,1
1174546525,WoolfordzxlJuli,9,199,21,hat's my Descrption ?,1
1174549280,TuckxhuGaylene,10,176,15,,1
1174550834,CalderonwbjCari,6,174,14,19 er old,1
1174550876,SowardsivfAnton,13,214,15,Acoustic Lounge is an Int'l live event serie and established independent marketing brand supporting new acoustic arists everywhere!,1
1174552537,HunterjccOmega,9,183,20,My name is Antono Hitman Edwards.  I'm a real estate entrepreneur looking to network with like minded people across the globe. http://t.co/tlStmEZPFc,1
1174553017,ErbxavLatosha,10,201,17,"alergi debu & dingin,...gak suk dibohogin,,basa basi,....",1
1174554060,WorshameuhMelis,5,212,16,"O tempo revela todas as resposas.,",1
1174560156,MizelldpoLavona,6,232,22,"Married to my awesome wife @Miranda78781, I like to sniff my armpts, lick lint balls, massage tint and flash strangers",1
1174560212,PettersonwaaPhe,9,213,20,SÚTIL É O LIMITE ETRE O TÉDIOE A LOUCURA!,1
1174562730,AsberrypvtJesic,12,212,15,"eu sou sincero,eu falonacara e na lata,comigo e assim escreveu nao leu e anaufabeto.",1
1174564464,AppelexwTomiko,15,194,17,,1
1174566572,TruesdaleebwEli,7,203,23,,1
1174575835,HollowellyxhMar,16,224,24,FollowMe #TeamFollowBack Music is everythin :),1
1174577719,DanleyrbeMarci,11,190,14,"linda, aveces un poquiiito lokita soy jei y muy soialisada conoseme",1
1174577899,NoelzuxCharles,11,174,21,"Musician, Producer, Songwriter, Rapper, Singer... Let's Change Hisory. #TeamAJflows #AJflows",1
1174580582,NairwzwDione,14,239,19,Am a cool an cte guy,1
1174581626,LedgerwrrDenae,5,241,23,conan conan conan conan conan cona conan conan cnan conan!!!!!,1
1174585309,FanellizbyDeann,10,207,17,PHANTOM OF THIS HIP HOP SOAP OPERA ™  http://t.co/TjmjLu7SJa,1
1174585699,AndresrefInocen,9,178,19,Fotgrafia. Música. Fime. Cobertor. Você. Tumblr. Borboletas.,1
1174600752,AndersenikjCeci,8,224,25,,1
1174601928,BriscoasbLoreta,9,193,20,,1
1174602234,HutsonfsiDia,9,208,18,The one and only Michael Psyches. No other exlnation needed.,1
1174602264,LeasureqijLinh,13,206,18,umblr:http://t.co/DdVWmJ7f7a,1
1174603392,BuffndrDianna,15,219,22,"Im a fun guy, love family friends and pending time wit them, love the PS3, sports etc",1
1174616234,CabanpuvRossie,10,191,11,"alergi debu & dingin,...gak suka dibhongin,,bsa basi,....",1
1174616899,MontelongowdfVi,9,233,19,A bunchof quotes & lyrics!,1
1174619377,HigaaodTheda,9,211,23,Hi im allison : never give up on you dreams :),1
1174619839,SummersjqNeoma,7,216,17,Contac Peron : 0853-7472-313,1
1174620793,CisnerosslcApol,7,192,11,,1
1174621862,BrickeyythMisty,11,231,23,litle mons†r,1
1174622065,HashimotozrqBri,8,202,21,"Fom complex installations to routine service and maintenance, Ampmor Electric Corporation has the resources to provide a system that fit your budget.",1
1174622690,HoveyhryJeana,14,185,15,,1
1174622822,FillmoreewbOdet,8,168,13,,1
1174627123,CruiseodbSadye,11,192,19,,1
1174628442,LeonhardtohwMal,11,209,18,The Officil AffirmXL Twitter Account,1
1174631851,AshbaughsujCayl,7,198,23,"News about Social Media, Advetising,Technology and Music videos all around theWorld",1
1174632889,SarverresDeidre,14,179,13,"Notícias de TI, informática, internet, redes, segurança/security, virus, redes sociai. Todas informações num único lgar. Seguimos de volta/#Followback.",1
1174638079,AbelgtsPaola,7,212,20,followed by: @DOWNWITWEBSTER @VinCastronovo & @Lucki_Star  ♡,1
1174638181,MccroryrdtMona,8,224,18,,1
1174641072,LindgrennosJoel,8,210,16,"Ayeeee ,huh ,,, ohh  shit i forgotthis my bi welll, bye nigga get offf  it follow though :)",1
1174641955,MontalvogaxLili,7,197,18,Siple gir,1
1174642170,StoltzuqwLauren,7,195,19,18 años. Me considero muy rra.La música es mi vida.,1
1174643364,LemieuxyjvMikki,4,215,25,masi mencari jati dir,1
1174643767,VanderpoolzgfAr,3,210,20,,1
1174644632,CyrrnzGearldine,6,190,28,@justinbieber  said having a little success with the opposite sex is a matter of running a simle concept:do not be a #JERK,1
1174644924,MeanstdqSierra,9,177,18,Ben Alteradaz Fggaaaa!!! Nos Gusta La Buena Vibra,1
1174648291,SantosuzzTheres,8,200,14,"If ur real I'll follow u back.I love movies, music & reality tv.Big fan of Duran Duran & Soundgaren.Love al things vampire.My motto is chicks rule,boys drool.",1
1174648296,RossixhzLynetta,12,194,20,"I'm here offring little nuggets — fortune cookies — of nfo, tips + techniques for making it big online. (Plus, I love to retweet.) Sweet!",1
1174649256,BruggemanulpKas,11,221,13,we have the #1DInfection :)♥ ONE DIRECTION IS OU LIFEthat's all.,1
1174649970,GaudetteufsRega,15,225,16,"AsesrSEO,",1
1174651890,HallowellalfApr,8,185,22,I am a Real Woman and I represent all the real women out there that are si of the weak girls out there that give us a bad name.  Follow me I will follow back!,1
1174652005,McneillztsPenny,11,198,13,"Cici ! I love my sisters ! They mean the world to me ! My name is really Traci Cici ) My sisters areClarisse,Toya,Mari :)",1
1174656450,GaytongnrPaola,10,223,26,Esuio de doblaje y sonorización desde 1988.,1
1174657488,HendersonrliFel,7,210,19,Donload Ful MP3 Albums for Free!,1
1174660242,ClapptkqSibyl,13,223,23,,1
1174662523,RobertsontwnMeg,8,209,20,,1
1174665463,EstabrookqfpEle,14,196,21,"Where Life, Luxury,& Entertainment G 2 Gether... Follow Me 2 The Party!",1
1174670046,GarnettozbAdell,6,181,20,#hfc,1
1174672777,MillsfqgJanessa,9,201,19,Visit the AeyTimes Philosophy category at http://t.co/gzknuhnmpv to view philosophy ideas.  Join AeyTimes to share your wn Philosophyideas.,1
1174676743,MoutonjndHildre,16,221,24,#Tembasetball #Teamidoit #Teamswag #TeampoloRL,1
1174679113,ShinegdxVeronic,5,231,22,Our staff started a Hip-Hop website stricly to bring you the Bst of the Best Daily. Wewill bring you the best material from the best Hip-Hop websites around.,1
1174679323,SpradlinixrZeno,6,218,18,asweser™,1
1174679592,LindstromfuaLav,9,205,24,"Youre sitting on twitter twatching your life pass you by. hinking maybe ill follow him next year, NO DO IT NOW! #teamfollowme #teamIphoe #teamCancer #Single",1
1174679700,HixonzbkCarmon,10,196,20,,1
1174680708,RolenspwAzzie,14,196,18,"An emancipaed geek easily distracted by shiny objects.  Likes ice cream sandwiches, knee socks, and cats that meow ack.",1
1174682425,ProffitthsuEste,5,202,23,EITHER WITH US OR AGAINST US NBM TIL I IE#FREEPOCH.. LIVING EVERYDAY LIKE I GOT ONE NIGHT,1
1174684076,CockerhamqzbEur,17,177,15,"follow us, if you are a one direction fan ♥♥♥! //We ove On Direction ♥♥♥",1
1174684957,BaurahiElmer,15,242,21,"Norway, Sweden ad Denmark love One Dirction x",1
1174688455,BartonuqzBernie,9,186,14,,1
1174688940,RichardsonrfwJe,5,206,20,Kina uys,1
1174694204,TsosievqbJestin,9,211,20,-- music ; education ; dinero !! if it don't make dollars it don'make sense !! shit's real where i'm at #TeamFollowBack #TeamEvo,1
1174695224,MccormickgcnEst,8,190,19,Soy cubana.Peridista. Vivo en Cuba y deseo tener amisades relacionadas con el periodismo digital,1
1174696087,ReillyofgRoyce,8,206,18,"Wordpress premium theme creator. Any quesions on Wordpress, et me know",1
1174699399,DecostanntGussi,10,203,21,"Productor Musical Novato. sarcasmo y joda o/. Paión por el Fl Studio10, Barça & sobre todo.. ¡VINOTINTO! Y a @Maafervj LA AMO♥",1
1174700300,CowdensnjMarqui,7,205,16,#TeamFollowBack  #InstantFollowBack  #AutoFollowBack  1000ADAY  #500ADAY  #TeamAutoFollow  #follow4follow  #AutoFollw  #TFB,1
1174703832,FerrettibxsVenn,3,192,19,"WOW Item,Gold ,Cd-key on Sale with CheaestPrice and Fastest Delivery!",1
1174706054,ColongysDonita,6,186,15,,1
1174706798,MikedyaMargorie,8,211,26,http://t.co/yr47OX81tJ,1
1174707146,BaldwinbfuTina,9,219,29,,1
1174709269,HazlettxwrBrand,6,196,18,"takip ederim,takip etmezsen ,deli etmeyin beni üleeeeennnnnn.",1
1174710902,PopewqiCrystle,9,228,21,"I love performing rts, my family, my riends and my life. I love seeing people have a great time & hate not being there when i'm needed. #LiveLife",1
1174711836,GriffenrjeAlyse,6,209,21,#iShoutout || iFollowBack || #iPromote || idvice || #iDoGraphics ||,1
1174712372,WilkespvvDoreat,9,213,15,me segue? qu talvez eu siga de volta #RAAWR ~twitter antigo hackiado siga nesse haahahah,1
1174713944,FultzzbgKrystin,10,211,22,"Spiritual Ntworks is a social networing site and online community to meet new people, make friends, browse, chat and more!",1
1174717800,NappervijCarola,7,224,21,,1
1174719445,FitzpatrickhegV,10,210,20,I am ahuan.. Wkwkwk,1
1174723886,EscalantessiDan,5,209,16,another in the midst of s any ..!!!,1
1174724869,SebastianxhcHel,6,202,16,Hoje osso compreender que malandagem de verdade é viver!,1
1174725366,HurlburtcdbShar,8,203,19,WL!!,1
1174725740,GreigerrDeborah,12,163,15,o,1
1174727760,PettydxyMaragre,7,208,21,"We hav whatever you need! 2145EE80 +6281287999278 ApaAjaAdaDong@ymail.com(utk kerjasama iklan, silahkan email)",1
1174728433,DoctorgwoAshley,12,205,16,"Discounted Laser & IPL Equipment from 2Equip enables Physicians, MediSpa's and Beauty Salon wners to Build their Business ith Confidence.",1
1174728950,LeathermansquLa,9,240,16,,1
1174733100,DecastroabaArge,6,216,19,Everyweek we give away one free full version game just for entering our FREE Weekly Brain Teaser Contest. Get your contest tweet here first everyweek ndWin!,1
1174734559,MontezftuOra,15,201,12,"An on-line nd off-line marketer, I am assionate about networking socially and professionally. You can't have too many friends.",1
1174735315,DaiglelbtDespin,14,185,16,I'm a born again believer in Jesus Christ! Proud wife & mother. I loveto ing gospel. I also believe in taking care of my body; I'm a fitness trainer & R.N.,1
1174738568,OlesonhftPerla,24,214,28,I'mjust a clumsy goofball. Not everybody's cup of tea but hapy to be me :),1
1174739257,GuytonpklKrysty,11,202,15,"26anos,Oper. de Sist. Rodov.,e um kara com hábitos mis caseiros!!!",1
1174739436,WinfielddhcLeig,10,203,18,#Party Dont be afraid to be differet...live every day to the fullest; so u live with no regrets in the future! :) #fame #modeling #TeamFllowBack,1
1174739780,MathisesvFleta,8,190,15,Bnjour tout lemonde.,1
1174739790,SorensenplsHeid,8,203,17,withing 19 XI TEL 3,1
1174740535,PleasantozgKimb,6,178,21,"The aerage woman would rather have beauty tan brains, because the average man can see better than he can think. ;  i follow back. ♥",1
1174742864,FontanakyaPatty,17,172,14,"Feminist Mother Activist - intensive mothering, children's education and upbrnging; active in British politics; feminist theology; gender olitics.",1
1174743122,BurdettjoqMarie,13,208,22,"Todos Los Días Trato De Levantarme Con El Pie Derecho, Pra Vivr La Vida! Feliz & Sanamente :D",1
1174743524,BremertphLucian,8,212,12,"Cidadão Brasileiro, Campineiro-SP,casado, 4 filhos, Advogado e Consultor Político.Tio Affonsão para um monte de sobrinhos de sangue e por afiidade...",1
1174744404,PapasdeJerrica,8,213,22,,1
1174750884,CliftonvnoShari,8,196,21,sometimes life sn' fair... :),1
1174751144,RothdvwJoshua,15,216,18,God is good all thetime♥ God has a plan for you. Follow your dream! You can be anything yo want to be. ♥@AubreyODay & @CodySimpson.,1
1174753764,BraddyfceGlinda,12,186,16,I love my shoe! tht's all :)_ @Oficial_kate PLEASE NOTICE @JDBVANCOUVERR #neversaynever,1
1174754300,BarneykwlDaniel,10,209,13,Specl Forces,1
